DISTRICT,YEAR,PER_TURN_ALL,PER_TURN_INEXP,NUM_TEACH,NUM_TEACH_INEXP,PER_TEACH_INEXP,NUM_TEACH_EXP,PER_TEACH_EXP,PER_FREE_LUNCH,PER_REDUCED_LUNCH,PER_FRPL,K12,ATTENDANCE_RATE,PER_ELL,PER_BLACK,PER_HISP,PER_ASIAN,PER_WHITE,PER_SWD,PER_STATE_LOCAL_EXP,PER_FED_STATE_LOCAL_EXP,NUM_TOT_TURN,NUM_INEXP_TURN,NUM_EXP_TURN,PER_TURN_EXP
SCHOHARIE CSD,2022,0.12,0.0,72.0,4.0,6.0,68.0,94.44444444444444,42.0,2.0,44.0,845.0,90.0,0.0,1.0,4.0,0.0,93.0,14.0,19395.0,21976.0,8.64,0.0,8.64,0.12705882352941178
SHARON SPRINGS CSD,2022,0.07,0.0,30.0,2.0,7.0,28.0,93.33333333333333,47.0,4.0,51.0,231.0,92.0,0.0,0.0,6.0,1.0,90.0,17.0,27153.0,33858.0,2.1,0.0,2.1,0.075
ODESSA-MONTOUR CSD,2022,0.15,0.11,67.0,10.0,15.0,57.0,85.07462686567165,48.0,3.0,51.0,682.0,94.0,0.0,0.0,2.0,1.0,93.0,15.0,17323.0,21023.0,10.049999999999999,1.1,8.95,0.1570175438596491
WATKINS GLEN CSD,2022,0.2,0.29,89.0,24.0,27.0,65.0,73.03370786516854,44.0,2.0,46.0,894.0,93.0,0.0,0.0,3.0,1.0,91.0,16.0,22159.0,24349.0,17.8,6.959999999999999,10.840000000000002,0.16676923076923078
SOUTH SENECA CSD,2022,0.21,0.5,74.0,8.0,11.0,66.0,89.1891891891892,46.0,5.0,51.0,589.0,92.0,0.0,1.0,2.0,1.0,96.0,15.0,31141.0,33056.0,15.54,4.0,11.54,0.17484848484848484
ROMULUS CSD,2022,0.18,0.23,43.0,7.0,16.0,36.0,83.72093023255815,42.0,6.0,48.0,403.0,94.0,0.0,0.0,4.0,0.0,93.0,17.0,21855.0,23818.0,7.739999999999999,1.61,6.129999999999999,0.17027777777777775
SENECA FALLS CSD,2022,0.06,0.05,120.0,20.0,17.0,100.0,83.33333333333334,48.0,3.0,51.0,1160.0,92.0,1.0,3.0,7.0,2.0,80.0,10.0,17184.0,19152.0,7.199999999999999,1.0,6.199999999999999,0.06199999999999999
WATERLOO CSD,2022,0.12,0.19,166.0,30.0,18.0,136.0,81.92771084337349,52.0,5.0,57.0,1444.0,91.0,1.0,4.0,6.0,1.0,85.0,13.0,22567.0,24175.0,19.919999999999998,5.7,14.219999999999999,0.10455882352941176
ADDISON CSD,2022,0.07,0.13,95.0,9.0,9.0,86.0,90.52631578947368,50.0,4.0,54.0,961.0,92.0,0.0,0.0,2.0,1.0,95.0,13.0,20583.0,22692.0,6.65,1.17,5.48,0.06372093023255815
AVOCA CSD,2022,0.13,0.0,46.0,10.0,22.0,36.0,78.26086956521739,52.0,6.0,58.0,386.0,89.0,0.0,1.0,3.0,0.0,92.0,15.0,22487.0,25220.0,5.98,0.0,5.98,0.16611111111111113
BATH CSD,2022,0.1,0.31,126.0,13.0,10.0,113.0,89.68253968253968,52.0,4.0,56.0,1319.0,93.0,0.0,2.0,1.0,0.0,96.0,15.0,18156.0,22043.0,12.600000000000001,4.03,8.57,0.07584070796460177
BRADFORD CSD,2022,0.16,0.18,31.0,10.0,32.0,21.0,67.74193548387096,48.0,5.0,53.0,243.0,95.0,0.0,0.0,1.0,0.0,98.0,14.0,23274.0,26260.0,4.96,1.7999999999999998,3.16,0.15047619047619049
CAMPBELL-SAVONA CSD,2022,0.15,0.25,82.0,19.0,23.0,63.0,76.82926829268293,43.0,3.0,46.0,755.0,94.0,0.0,0.0,2.0,1.0,95.0,16.0,21548.0,23867.0,12.299999999999999,4.75,7.549999999999999,0.11984126984126982
CORNING CITY SD,2022,0.09,0.18,369.0,27.0,7.0,342.0,92.6829268292683,38.0,4.0,42.0,4310.0,93.0,1.0,2.0,4.0,3.0,86.0,18.0,20475.0,22217.0,33.21,4.859999999999999,28.35,0.08289473684210527
CANISTEO-GREENWOOD CSD,2022,0.1,0.13,90.0,12.0,13.0,78.0,86.66666666666667,54.0,4.0,58.0,950.0,94.0,0.0,1.0,1.0,1.0,95.0,14.0,20401.0,22472.0,9.0,1.56,7.4399999999999995,0.09538461538461537
HORNELL CITY SD,2022,0.19,0.5,117.0,5.0,4.0,112.0,95.72649572649573,55.0,1.0,56.0,1361.0,89.0,1.0,4.0,4.0,1.0,86.0,20.0,18051.0,21779.0,22.23,2.5,19.73,0.17616071428571428
ARKPORT CSD,2022,0.08,0.09,49.0,11.0,22.0,38.0,77.55102040816327,35.0,6.0,41.0,466.0,93.0,1.0,0.0,5.0,2.0,91.0,12.0,21215.0,22828.0,3.92,0.99,2.9299999999999997,0.07710526315789473
PRATTSBURGH CSD,2022,0.14,0.33,37.0,9.0,24.0,28.0,75.67567567567568,42.0,3.0,45.0,337.0,96.0,0.0,1.0,1.0,1.0,93.0,15.0,20119.0,24805.0,5.180000000000001,2.97,2.2100000000000004,0.07892857142857145
JASPER-TROUPSBURG CSD,2022,0.24,0.43,53.0,22.0,42.0,31.0,58.490566037735846,45.0,3.0,48.0,375.0,94.0,0.0,1.0,0.0,0.0,96.0,22.0,24069.0,30480.0,12.719999999999999,9.459999999999999,3.26,0.10516129032258063
HAMMONDSPORT CSD,2022,0.12,0.18,49.0,8.0,16.0,41.0,83.6734693877551,38.0,5.0,43.0,383.0,94.0,0.0,0.0,2.0,0.0,93.0,15.0,28112.0,29712.0,5.88,1.44,4.4399999999999995,0.10829268292682925
WAYLAND-COHOCTON CSD,2022,0.16,0.23,140.0,21.0,15.0,119.0,85.0,50.0,6.0,56.0,1228.0,90.0,1.0,1.0,1.0,0.0,95.0,14.0,18598.0,20406.0,22.400000000000002,4.83,17.57,0.1476470588235294
BABYLON UFSD,2022,0.12,0.3,140.0,23.0,16.0,117.0,83.57142857142857,14.0,1.0,15.0,1517.0,93.0,3.0,3.0,16.0,3.0,76.0,16.0,31610.0,32349.0,16.8,6.8999999999999995,9.900000000000002,0.08461538461538463
WEST BABYLON UFSD,2022,0.09,0.5,348.0,17.0,5.0,331.0,95.11494252873564,30.0,3.0,33.0,3595.0,94.0,6.0,9.0,31.0,4.0,53.0,20.0,25790.0,26869.0,31.32,8.5,22.82,0.06894259818731117
NORTH BABYLON UFSD,2022,0.06,0.16,392.0,35.0,9.0,357.0,91.07142857142857,35.0,4.0,39.0,4469.0,91.0,8.0,24.0,34.0,6.0,31.0,15.0,25451.0,25451.0,23.52,5.6000000000000005,17.919999999999998,0.05019607843137255
LINDENHURST UFSD,2022,0.1,0.46,491.0,37.0,8.0,454.0,92.4643584521385,28.0,4.0,32.0,5500.0,94.0,8.0,4.0,30.0,4.0,61.0,15.0,24477.0,26240.0,49.1,17.02,32.08,0.07066079295154185
COPIAGUE UFSD,2022,0.12,0.39,315.0,45.0,14.0,270.0,85.71428571428571,58.0,1.0,59.0,4702.0,92.0,18.0,20.0,67.0,2.0,10.0,16.0,19185.0,21903.0,37.8,17.55,20.249999999999996,0.07499999999999998
AMITYVILLE UFSD,2022,0.11,0.17,253.0,47.0,19.0,206.0,81.42292490118577,64.0,5.0,69.0,2832.0,21.0,23.0,32.0,58.0,1.0,4.0,15.0,25046.0,27393.0,27.830000000000002,7.99,19.840000000000003,0.0963106796116505
DEER PARK UFSD,2022,0.08,0.18,371.0,38.0,10.0,333.0,89.75741239892183,38.0,4.0,42.0,3764.0,93.0,8.0,21.0,29.0,15.0,31.0,16.0,25863.0,26643.0,29.68,6.84,22.84,0.06858858858858859
WYANDANCH UFSD,2022,0.11,0.04,177.0,27.0,15.0,150.0,84.7457627118644,100.0,0.0,100.0,2608.0,92.0,30.0,37.0,61.0,0.0,1.0,17.0,20331.0,22434.0,19.47,1.08,18.39,0.1226
THREE VILLAGE CSD,2022,0.12,0.44,513.0,47.0,9.0,466.0,90.83820662768031,13.0,0.0,13.0,5626.0,96.0,2.0,2.0,9.0,13.0,72.0,14.0,32512.0,32870.0,61.559999999999995,20.68,40.879999999999995,0.087725321888412
BROOKHAVEN-COMSEWOGUE UFSD,2022,0.07,0.24,271.0,28.0,10.0,243.0,89.66789667896678,25.0,0.0,25.0,3484.0,93.0,7.0,4.0,34.0,3.0,56.0,20.0,24097.0,25417.0,18.970000000000002,6.72,12.250000000000004,0.05041152263374487
SACHEM CSD,2022,0.08,0.26,974.0,121.0,12.0,853.0,87.57700205338809,22.0,1.0,23.0,11902.0,94.0,4.0,4.0,20.0,6.0,67.0,20.0,22297.0,23184.0,77.92,31.46,46.46,0.054466588511137164
PORT JEFFERSON UFSD,2022,0.17,0.5,98.0,8.0,8.0,90.0,91.83673469387756,10.0,1.0,11.0,910.0,93.0,3.0,1.0,13.0,7.0,75.0,20.0,39775.0,40648.0,16.66,4.0,12.66,0.14066666666666666
MT SINAI UFSD,2022,0.13,0.51,177.0,12.0,7.0,165.0,93.22033898305084,8.0,0.0,8.0,2111.0,94.0,1.0,1.0,12.0,6.0,79.0,15.0,24159.0,25074.0,23.01,6.12,16.89,0.10236363636363636
MILLER PLACE UFSD,2022,0.12,0.3,229.0,54.0,24.0,175.0,76.41921397379913,13.0,1.0,14.0,2363.0,95.0,2.0,2.0,10.0,2.0,84.0,17.0,27097.0,27436.0,27.48,16.2,11.280000000000001,0.06445714285714287
ROCKY POINT UFSD,2022,0.06,0.08,238.0,25.0,11.0,213.0,89.49579831932773,29.0,4.0,33.0,2731.0,93.0,5.0,2.0,19.0,1.0,75.0,19.0,26815.0,27818.0,14.28,2.0,12.28,0.05765258215962441
MIDDLE COUNTRY CSD,2022,0.09,0.33,645.0,49.0,8.0,596.0,92.4031007751938,32.0,2.0,34.0,8910.0,91.0,7.0,5.0,29.0,9.0,54.0,16.0,21728.0,23433.0,58.05,16.17,41.879999999999995,0.07026845637583892
LONGWOOD CSD,2022,0.08,0.16,659.0,58.0,9.0,601.0,91.19878603945372,43.0,1.0,44.0,8825.0,92.0,7.0,17.0,31.0,3.0,42.0,18.0,23279.0,24470.0,52.72,9.28,43.44,0.07227953410981697
PATCHOGUE-MEDFORD UFSD,2022,0.1,0.22,613.0,129.0,21.0,484.0,78.95595432300163,44.0,7.0,51.0,7280.0,92.0,17.0,6.0,48.0,2.0,41.0,16.0,23258.0,24747.0,61.300000000000004,28.38,32.92,0.06801652892561984
WILLIAM FLOYD UFSD,2022,0.09,0.31,688.0,118.0,17.0,570.0,82.84883720930233,52.0,1.0,53.0,8847.0,89.0,8.0,16.0,41.0,2.0,35.0,16.0,20493.0,22001.0,61.919999999999995,36.58,25.339999999999996,0.04445614035087719
CENTER MORICHES UFSD,2022,0.06,0.25,117.0,14.0,12.0,103.0,88.03418803418803,27.0,2.0,29.0,1500.0,94.0,7.0,5.0,21.0,1.0,69.0,22.0,24640.0,26518.0,7.02,3.5,3.5199999999999996,0.03417475728155339
EAST MORICHES UFSD,2022,0.14,0.44,58.0,6.0,10.0,52.0,89.65517241379311,20.0,1.0,21.0,672.0,94.0,4.0,2.0,15.0,1.0,77.0,13.0,23522.0,24158.0,8.120000000000001,2.64,5.48,0.1053846153846154
SOUTH COUNTRY CSD,2022,0.08,0.24,363.0,32.0,9.0,331.0,91.18457300275482,51.0,5.0,56.0,4002.0,90.0,16.0,16.0,44.0,2.0,34.0,15.0,25976.0,27270.0,29.04,7.68,21.36,0.06453172205438067
EAST HAMPTON UFSD,2022,0.1,0.17,174.0,27.0,16.0,147.0,84.48275862068965,35.0,2.0,37.0,1783.0,92.0,22.0,2.0,57.0,2.0,36.0,13.0,33059.0,34063.0,17.400000000000002,4.590000000000001,12.810000000000002,0.08714285714285716
WAINSCOTT COMN SD,2022,0.0,0.0,5.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,25.0,94.0,40.0,0.0,56.0,8.0,28.0,4.0,,,0.0,0.0,0.0,0.0
AMAGANSETT UFSD,2022,0.25,0.0,13.0,0.0,0.0,13.0,100.0,0.0,0.0,0.0,110.0,90.0,8.0,4.0,26.0,1.0,67.0,15.0,62414.0,62578.0,3.25,0.0,3.25,0.25
SPRINGS UFSD,2022,0.23,0.47,63.0,5.0,8.0,58.0,92.06349206349206,3.0,1.0,4.0,664.0,92.0,28.0,0.0,62.0,1.0,36.0,13.0,28077.0,28077.0,14.49,2.3499999999999996,12.14,0.2093103448275862
SAG HARBOR UFSD,2022,0.13,0.32,114.0,20.0,18.0,94.0,82.45614035087719,18.0,0.0,18.0,921.0,91.0,8.0,3.0,23.0,3.0,72.0,12.0,38145.0,38848.0,14.82,6.4,8.42,0.08957446808510638
MONTAUK UFSD,2022,0.24,0.13,38.0,13.0,34.0,25.0,65.78947368421053,0.0,0.0,0.0,301.0,90.0,10.0,2.0,24.0,1.0,69.0,15.0,,,9.12,1.69,7.43,0.29719999999999996
ELWOOD UFSD,2022,0.07,0.45,178.0,10.0,6.0,168.0,94.3820224719101,17.0,2.0,19.0,1974.0,95.0,4.0,6.0,22.0,10.0,59.0,13.0,27298.0,28037.0,12.46,4.5,7.960000000000001,0.047380952380952385
COLD SPRING HARBOR CSD,2022,0.1,0.3,148.0,20.0,14.0,128.0,86.48648648648648,4.0,0.0,4.0,1626.0,95.0,1.0,0.0,5.0,5.0,85.0,13.0,35894.0,36261.0,14.8,6.0,8.8,0.06875
HUNTINGTON UFSD,2022,0.11,0.25,391.0,59.0,15.0,332.0,84.91048593350384,52.0,3.0,55.0,4063.0,91.0,25.0,6.0,56.0,2.0,33.0,15.0,27772.0,28624.0,43.01,14.75,28.259999999999998,0.08512048192771084
NORTHPORT-EAST NORTHPORT UFSD,2022,0.18,0.32,438.0,57.0,13.0,381.0,86.98630136986301,14.0,1.0,15.0,4690.0,93.0,3.0,1.0,14.0,3.0,79.0,19.0,,,78.84,18.240000000000002,60.6,0.15905511811023623
HALF HOLLOW HILLS CSD,2022,0.05,0.14,678.0,51.0,8.0,627.0,92.47787610619469,20.0,1.0,21.0,7302.0,94.0,3.0,12.0,15.0,19.0,49.0,21.0,31218.0,31817.0,33.9,7.140000000000001,26.759999999999998,0.042679425837320574
HARBORFIELDS CSD,2022,0.08,0.17,270.0,20.0,7.0,250.0,92.5925925925926,14.0,1.0,15.0,2780.0,95.0,4.0,4.0,16.0,6.0,70.0,17.0,25480.0,26177.0,21.6,3.4000000000000004,18.200000000000003,0.07280000000000002
COMMACK UFSD,2022,0.11,0.59,483.0,29.0,6.0,454.0,93.99585921325053,12.0,1.0,13.0,5571.0,95.0,1.0,2.0,12.0,11.0,73.0,18.0,28996.0,28996.0,53.13,17.11,36.02,0.07933920704845816
SOUTH HUNTINGTON UFSD,2022,0.1,0.39,497.0,44.0,9.0,453.0,91.14688128772636,38.0,3.0,41.0,5661.0,93.0,21.0,7.0,50.0,5.0,35.0,16.0,25003.0,26839.0,49.7,17.16,32.540000000000006,0.07183222958057396
BAY SHORE UFSD,2022,0.09,0.25,536.0,75.0,14.0,461.0,86.00746268656717,44.0,3.0,47.0,5688.0,93.0,13.0,17.0,49.0,5.0,26.0,16.0,25397.0,26672.0,48.239999999999995,18.75,29.489999999999995,0.0639696312364425
ISLIP UFSD,2022,0.14,0.33,251.0,45.0,18.0,206.0,82.07171314741036,30.0,3.0,33.0,2685.0,94.0,7.0,5.0,34.0,5.0,52.0,16.0,27991.0,29349.0,35.14,14.850000000000001,20.29,0.09849514563106795
EAST ISLIP UFSD,2022,0.1,0.32,301.0,35.0,12.0,266.0,88.37209302325581,21.0,3.0,24.0,3358.0,93.0,2.0,3.0,21.0,3.0,70.0,18.0,26900.0,29535.0,30.1,11.200000000000001,18.9,0.07105263157894737
SAYVILLE UFSD,2022,0.06,0.18,240.0,29.0,12.0,211.0,87.91666666666667,11.0,1.0,12.0,2630.0,94.0,0.0,1.0,8.0,2.0,87.0,15.0,30204.0,31109.0,14.399999999999999,5.22,9.18,0.043507109004739336
BAYPORT-BLUE POINT UFSD,2022,0.09,0.5,230.0,18.0,8.0,212.0,92.17391304347827,14.0,1.0,15.0,1890.0,93.0,1.0,2.0,8.0,2.0,85.0,18.0,34194.0,34979.0,20.7,9.0,11.7,0.055188679245283014
HAUPPAUGE UFSD,2022,0.07,0.22,300.0,34.0,11.0,266.0,88.66666666666667,14.0,1.0,15.0,3192.0,95.0,3.0,4.0,17.0,8.0,68.0,17.0,30130.0,31368.0,21.000000000000004,7.48,13.520000000000003,0.05082706766917294
CONNETQUOT CSD,2022,0.11,0.38,533.0,69.0,13.0,464.0,87.05440900562851,21.0,3.0,24.0,5248.0,93.0,4.0,3.0,19.0,6.0,70.0,17.0,31026.0,31609.0,58.63,26.22,32.410000000000004,0.06984913793103449
WEST ISLIP UFSD,2022,0.09,0.41,371.0,42.0,11.0,329.0,88.67924528301887,13.0,2.0,15.0,3790.0,95.0,1.0,0.0,13.0,2.0,82.0,17.0,26564.0,27489.0,33.39,17.22,16.17,0.04914893617021277
BRENTWOOD UFSD,2022,0.05,0.11,1219.0,128.0,11.0,1091.0,89.49958982772765,52.0,2.0,54.0,17608.0,92.0,35.0,8.0,87.0,2.0,2.0,15.0,21078.0,22396.0,60.95,14.08,46.870000000000005,0.042960586617781855
CENTRAL ISLIP UFSD,2022,0.1,0.1,497.0,61.0,12.0,436.0,87.72635814889335,69.0,5.0,74.0,7297.0,93.0,33.0,15.0,81.0,2.0,2.0,13.0,24398.0,25709.0,49.7,6.1000000000000005,43.6,0.1
FIRE ISLAND UFSD,2022,0.0,0.0,9.0,2.0,22.0,7.0,77.77777777777779,0.0,0.0,0.0,34.0,94.0,3.0,6.0,6.0,6.0,82.0,12.0,95076.0,95076.0,0.0,0.0,0.0,0.0
SHOREHAM-WADING RIVER CSD,2022,0.15,0.39,192.0,26.0,14.0,166.0,86.45833333333334,1.0,1.0,2.0,2016.0,95.0,1.0,1.0,11.0,2.0,84.0,17.0,31907.0,32726.0,28.799999999999997,10.14,18.659999999999997,0.11240963855421685
RIVERHEAD CSD,2022,0.12,0.26,413.0,43.0,10.0,370.0,89.58837772397095,50.0,2.0,52.0,5405.0,91.0,35.0,8.0,60.0,1.0,28.0,16.0,18197.0,19246.0,49.559999999999995,11.18,38.379999999999995,0.10372972972972971
LITTLE FLOWER UFSD,2022,0.05,0.0,19.0,0.0,0.0,19.0,100.0,17.0,0.0,17.0,100.0,79.0,2.0,26.0,26.0,1.0,42.0,96.0,74232.0,77020.0,0.9500000000000001,0.0,0.9500000000000001,0.05
SHELTER ISLAND UFSD,2022,0.14,0.25,37.0,4.0,11.0,33.0,89.1891891891892,25.0,5.0,30.0,161.0,92.0,8.0,2.0,24.0,1.0,68.0,13.0,59472.0,60489.0,5.180000000000001,1.0,4.180000000000001,0.12666666666666668
SMITHTOWN CSD,2022,0.06,0.29,705.0,44.0,6.0,661.0,93.75886524822695,9.0,0.0,9.0,7962.0,96.0,2.0,2.0,12.0,6.0,78.0,18.0,27101.0,27736.0,42.3,12.76,29.54,0.04468986384266263
KINGS PARK CSD,2022,0.09,0.16,271.0,40.0,15.0,231.0,85.23985239852398,9.0,1.0,10.0,2728.0,94.0,2.0,1.0,12.0,4.0,82.0,16.0,26679.0,28535.0,24.39,6.4,17.990000000000002,0.07787878787878788
REMSENBURG-SPEONK UFSD,2022,0.14,0.0,21.0,3.0,14.0,18.0,85.71428571428571,27.0,1.0,28.0,140.0,94.0,12.0,1.0,24.0,1.0,65.0,16.0,57503.0,58122.0,2.9400000000000004,0.0,2.9400000000000004,0.16333333333333336
WESTHAMPTON BEACH UFSD,2022,0.05,0.19,187.0,11.0,6.0,176.0,94.11764705882352,28.0,2.0,30.0,1783.0,94.0,9.0,1.0,32.0,2.0,63.0,14.0,27805.0,28264.0,9.35,2.09,7.26,0.04125
QUOGUE UFSD,2022,0.13,1.0,13.0,0.0,0.0,13.0,100.0,5.0,0.0,5.0,86.0,91.0,5.0,0.0,14.0,3.0,80.0,12.0,64829.0,64931.0,1.69,0.0,1.69,0.13
HAMPTON BAYS UFSD,2022,0.1,0.08,176.0,31.0,18.0,145.0,82.38636363636364,52.0,5.0,57.0,2017.0,93.0,30.0,1.0,63.0,1.0,34.0,13.0,23613.0,24359.0,17.6,2.48,15.120000000000001,0.10427586206896552
SOUTHAMPTON UFSD,2022,0.1,0.28,169.0,19.0,11.0,150.0,88.75739644970415,40.0,1.0,41.0,1339.0,91.0,22.0,1.0,47.0,1.0,42.0,17.0,43360.0,44702.0,16.900000000000002,5.32,11.580000000000002,0.07720000000000002
BRIDGEHAMPTON UFSD,2022,0.19,0.33,50.0,11.0,22.0,39.0,78.0,48.0,0.0,48.0,192.0,92.0,26.0,12.0,56.0,1.0,26.0,23.0,74500.0,74948.0,9.5,3.6300000000000003,5.869999999999999,0.1505128205128205
SAGAPONACK COMN SD,2022,0.0,,5.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,13.0,90.0,0.0,15.0,15.0,0.0,69.0,15.0,69206.0,70834.0,0.0,,,
EASTPORT-SOUTH MANOR CSD,2022,0.09,0.32,229.0,22.0,10.0,207.0,90.39301310043668,18.0,1.0,19.0,2896.0,93.0,3.0,2.0,12.0,2.0,83.0,18.0,27483.0,28749.0,20.61,7.04,13.57,0.06555555555555556
TUCKAHOE COMN SD,2022,0.21,,28.0,1.0,4.0,27.0,96.42857142857143,53.0,4.0,57.0,254.0,71.0,23.0,3.0,61.0,2.0,22.0,13.0,48503.0,50560.0,5.88,,,
EAST QUOGUE UFSD,2022,0.15,0.4,32.0,1.0,3.0,31.0,96.875,28.0,0.0,28.0,359.0,93.0,18.0,1.0,30.0,1.0,66.0,14.0,33670.0,34396.0,4.8,0.4,4.3999999999999995,0.14193548387096772
OYSTERPONDS UFSD,2022,0.14,0.5,14.0,2.0,14.0,12.0,85.71428571428571,0.0,0.0,0.0,79.0,92.0,4.0,0.0,23.0,1.0,70.0,10.0,38445.0,38847.0,1.9600000000000002,1.0,0.9600000000000002,0.08000000000000002
FISHERS ISLAND UFSD,2022,0.17,,11.0,0.0,0.0,11.0,100.0,0.0,0.0,0.0,54.0,93.0,0.0,7.0,7.0,0.0,78.0,9.0,67317.0,67321.0,1.87,,,
SOUTHOLD UFSD,2022,0.05,0.14,78.0,2.0,3.0,76.0,97.43589743589743,26.0,3.0,29.0,704.0,78.0,14.0,1.0,32.0,2.0,63.0,16.0,39145.0,40199.0,3.9000000000000004,0.28,3.62,0.04763157894736842
GREENPORT UFSD,2022,0.18,0.25,61.0,16.0,26.0,45.0,73.77049180327869,59.0,6.0,65.0,654.0,76.0,22.0,7.0,61.0,0.0,26.0,12.0,22998.0,24849.0,10.98,4.0,6.98,0.15511111111111112
MATTITUCK-CUTCHOGUE UFSD,2022,0.11,0.24,126.0,25.0,20.0,101.0,80.15873015873017,30.0,1.0,31.0,1066.0,89.0,9.0,1.0,22.0,1.0,75.0,17.0,32261.0,33053.0,13.86,6.0,7.859999999999999,0.07782178217821782
NEW SUFFOLK COMN SD,2022,0.29,0.0,8.0,1.0,13.0,7.0,87.5,0.0,0.0,0.0,9.0,93.0,11.0,0.0,22.0,0.0,78.0,0.0,61868.0,62075.0,2.32,0.0,2.32,0.3314285714285714
FALLSBURG CSD,2022,0.08,0.16,135.0,19.0,14.0,116.0,85.92592592592592,69.0,0.0,69.0,1413.0,89.0,22.0,9.0,55.0,1.0,29.0,14.0,26342.0,28836.0,10.8,3.04,7.760000000000001,0.06689655172413794
ELDRED CSD,2022,0.07,0.14,45.0,12.0,27.0,33.0,73.33333333333333,42.0,3.0,45.0,433.0,91.0,0.0,3.0,12.0,0.0,82.0,14.0,34020.0,37083.0,3.1500000000000004,1.6800000000000002,1.4700000000000002,0.044545454545454555
LIBERTY CSD,2022,0.09,0.14,161.0,41.0,25.0,120.0,74.53416149068323,60.0,2.0,62.0,1740.0,88.0,11.0,7.0,47.0,1.0,38.0,15.0,21305.0,23407.0,14.49,5.74,8.75,0.07291666666666667
TRI-VALLEY CSD,2022,0.16,0.16,98.0,27.0,28.0,71.0,72.44897959183673,42.0,3.0,45.0,845.0,89.0,3.0,3.0,16.0,1.0,77.0,15.0,27898.0,30396.0,15.68,4.32,11.36,0.16
ROSCOE CSD,2022,0.12,0.17,25.0,5.0,20.0,20.0,80.0,45.0,0.0,45.0,211.0,91.0,0.0,1.0,14.0,0.0,83.0,17.0,39048.0,43241.0,3.0,0.8500000000000001,2.15,0.1075
LIVINGSTON MANOR CSD,2022,0.17,0.25,50.0,3.0,6.0,47.0,94.0,28.0,0.0,28.0,405.0,91.0,0.0,6.0,12.0,1.0,78.0,16.0,34056.0,35915.0,8.5,0.75,7.75,0.16489361702127658
MONTICELLO CSD,2022,0.11,0.22,294.0,58.0,20.0,236.0,80.27210884353741,65.0,3.0,68.0,2689.0,87.0,6.0,16.0,35.0,2.0,39.0,20.0,29257.0,31727.0,32.34,12.76,19.580000000000005,0.08296610169491528
SULLIVAN WEST CSD,2022,0.13,0.33,91.0,15.0,16.0,76.0,83.51648351648352,34.0,4.0,38.0,984.0,90.0,1.0,1.0,10.0,1.0,84.0,13.0,26631.0,29194.0,11.83,4.95,6.88,0.09052631578947368
WAVERLY CSD,2022,0.05,0.1,126.0,16.0,13.0,110.0,87.3015873015873,47.0,0.0,47.0,1418.0,92.0,0.0,1.0,1.0,1.0,94.0,13.0,16522.0,18878.0,6.300000000000001,1.6,4.700000000000001,0.04272727272727274
CANDOR CSD,2022,0.13,0.0,80.0,13.0,16.0,67.0,83.75,50.0,3.0,53.0,688.0,93.0,0.0,1.0,3.0,0.0,94.0,16.0,21295.0,23612.0,10.4,0.0,10.4,0.15522388059701492
NEWARK VALLEY CSD,2022,0.14,0.1,100.0,18.0,18.0,82.0,82.0,45.0,3.0,48.0,999.0,93.0,0.0,0.0,3.0,0.0,95.0,13.0,19252.0,21444.0,14.000000000000002,1.8,12.200000000000001,0.14878048780487807
OWEGO-APALACHIN CSD,2022,0.08,0.31,158.0,18.0,11.0,140.0,88.60759493670885,37.0,2.0,39.0,1873.0,93.0,1.0,1.0,2.0,1.0,95.0,16.0,18794.0,20800.0,12.64,5.58,7.0600000000000005,0.050428571428571434
SPENCER-VAN ETTEN CSD,2022,0.18,0.33,79.0,7.0,9.0,72.0,91.13924050632912,48.0,8.0,56.0,774.0,92.0,0.0,1.0,2.0,1.0,94.0,18.0,22818.0,24302.0,14.219999999999999,2.31,11.909999999999998,0.16541666666666666
TIOGA CSD,2022,0.12,0.18,76.0,11.0,14.0,65.0,85.52631578947368,50.0,4.0,54.0,874.0,92.0,0.0,0.0,2.0,0.0,97.0,10.0,15644.0,17311.0,9.12,1.98,7.139999999999999,0.10984615384615383
DRYDEN CSD,2022,0.1,0.27,159.0,16.0,10.0,143.0,89.937106918239,46.0,5.0,51.0,1243.0,91.0,1.0,2.0,5.0,1.0,85.0,18.0,23021.0,25557.0,15.9,4.32,11.58,0.08097902097902097
GEORGE JUNIOR REPUBLIC UFSD,2022,0.24,0.0,37.0,3.0,8.0,34.0,91.8918918918919,83.0,0.0,83.0,126.0,91.0,0.0,21.0,6.0,0.0,71.0,72.0,58496.0,65985.0,8.879999999999999,0.0,8.879999999999999,0.2611764705882353
GROTON CSD,2022,0.27,0.28,67.0,31.0,46.0,36.0,53.73134328358209,41.0,3.0,44.0,741.0,91.0,1.0,1.0,4.0,1.0,90.0,13.0,15797.0,15797.0,18.09,8.680000000000001,9.409999999999998,0.26138888888888884
ITHACA CITY SD,2022,0.15,0.23,521.0,128.0,25.0,393.0,75.43186180422265,32.0,3.0,35.0,4748.0,91.0,4.0,7.0,8.0,9.0,64.0,16.0,22047.0,23621.0,78.14999999999999,29.44,48.709999999999994,0.12394402035623409
