YEAR,DISTRICT,PER_TURN_ALL,PER_TURN_INEXP,PER_TURN_EXP,PER_FREE_LUNCH,PER_REDUCED_LUNCH,PER_BLACK,PER_HISP,PER_ASIAN,PER_FRPL,PER_MINORITY
2020,BEDFORD CENTRAL SCHOOL DISTRICT,7.000000000000001,19.0,6.398119122257049,24.0,12.0,3.0,38.0,4.0,36.0,45.0
2020,CROTON-HARMON UNION FREE SCHOOL DISTRICT,8.0,28.000000000000004,6.16666666666666,11.0,0.0,2.0,17.0,7.0,11.0,26.0
2020,HENDRICK HUDSON CENTRAL SCHOOL DISTRICT,8.0,18.0,6.98477157360406,21.0,6.0,6.0,30.0,3.0,27.0,39.0
2020,EASTCHESTER UNION FREE SCHOOL DISTRICT,7.000000000000001,15.0,6.59533073929961,1.0,0.0,2.0,13.0,15.0,1.0,30.0
2020,TUCKAHOE UNION FREE SCHOOL DISTRICT,15.0,17.0,14.96153846153846,16.0,1.0,8.0,15.0,7.0,17.0,30.0
2020,BRONXVILLE UNION FREE SCHOOL DISTRICT,13.0,33.0,12.13043478260869,2.0,0.0,0.0,7.0,7.0,2.0,14.0
2020,UNION FREE SCHOOL DISTRICT OF THE TARRYTOWNS,10.0,47.0,7.56807511737089,48.0,6.0,3.0,60.0,3.0,54.0,66.0
2020,IRVINGTON UNION FREE SCHOOL DISTRICT,5.0,8.0,4.75,7.0,1.0,5.0,9.0,11.0,8.0,25.0
2020,DOBBS FERRY UNION FREE SCHOOL DISTRICT,10.0,47.0,5.73076923076923,11.0,2.0,3.0,19.0,7.0,13.0,29.0
2020,HASTINGS-ON-HUDSON UNION FREE SCHOOL DISTRICT,10.0,17.0,9.75,3.0,2.0,2.0,14.0,5.0,5.0,21.0
2020,ARDSLEY UNION FREE SCHOOL DISTRICT,7.000000000000001,25.0,5.75531914893617,9.0,0.0,4.0,13.0,21.0,9.0,38.0
2020,EDGEMONT UNION FREE SCHOOL DISTRICT,10.0,17.0,9.78527607361963,0.0,0.0,2.0,10.0,36.0,0.0,48.0
2020,GREENBURGH CENTRAL SCHOOL DISTRICT,8.0,0.0,8.81818181818181,50.0,7.0,37.0,43.0,6.0,57.0,86.0
2020,ELMSFORD UNION FREE SCHOOL DISTRICT,7.000000000000001,0.0,7.71590909090909,41.0,4.0,21.0,59.0,10.0,45.0,90.0
2020,GREENBURGH-GRAHAM UNION FREE SCHOOL DISTRICT,25.0,50.0,23.8095238095238,69.0,0.0,68.0,18.0,1.0,69.0,87.0
2020,GREENBURGH ELEVEN UNION FREE SCHOOL DISTRICT,19.0,0.0,20.72727272727273,93.0,0.0,44.0,49.0,0.0,93.0,93.0
2020,GREENBURGH-NORTH CASTLE UNION FREE SCHOOL DISTRICT,18.0,12.0,22.79999999999999,15.0,1.0,30.0,42.0,3.0,16.0,75.0
2020,HARRISON CENTRAL SCHOOL DISTRICT,12.0,34.0,8.63265306122448,18.0,2.0,2.0,18.0,12.0,20.0,32.0
2020,MAMARONECK UNION FREE SCHOOL DISTRICT,12.0,32.0,10.12182741116751,16.0,1.0,2.0,22.0,4.0,17.0,28.0
2020,MOUNT PLEASANT CENTRAL SCHOOL DISTRICT,7.000000000000001,25.0,6.3863636363636305,8.0,1.0,0.0,14.0,4.0,9.0,18.0
2020,POCANTICO HILLS CENTRAL SCHOOL DISTRICT,19.0,33.0,17.92307692307692,19.0,1.0,12.0,25.0,16.0,20.0,53.0
2020,HAWTHORNE-CEDAR KNOLLS UNION FREE SCHOOL DISTRICT,20.0,50.0,13.33333333333333,54.0,0.0,45.0,42.0,1.0,54.0,88.0
2020,MOUNT PLEASANT-COTTAGE UNION FREE SCHOOL DISTRICT,22.0,28.999999999999996,20.68749999999999,89.0,0.0,54.0,30.0,1.0,89.0,85.0
2020,VALHALLA UNION FREE SCHOOL DISTRICT,4.0,22.0,2.9499999999999997,15.0,1.0,7.0,27.0,7.0,16.0,41.0
2020,MOUNT PLEASANT-BLYTHEDALE UNION FREE SCHOOL DISTRICT,16.0,33.0,14.9375,1.0,0.0,28.0,40.0,2.0,1.0,70.0
2020,PLEASANTVILLE UNION FREE SCHOOL DISTRICT,6.0,8.0,5.91724137931034,13.0,1.0,2.0,13.0,5.0,14.0,20.0
2020,MOUNT VERNON SCHOOL DISTRICT,13.0,18.0,11.8135593220339,73.0,0.0,68.0,25.0,2.0,73.0,95.0
2020,CHAPPAQUA CENTRAL SCHOOL DISTRICT,12.0,34.0,10.57039711191335,4.0,0.0,1.0,6.0,14.0,4.0,21.0
2020,NEW ROCHELLE CITY SCHOOL DISTRICT,8.0,17.0,7.50306748466257,48.0,5.0,20.0,49.0,5.0,53.0,74.0
2020,BYRAM HILLS CENTRAL SCHOOL DISTRICT,8.0,50.0,4.911764705882351,4.0,0.0,1.0,6.0,7.0,4.0,14.0
2020,NORTH SALEM CENTRAL SCHOOL DISTRICT,8.0,50.0,7.61111111111111,14.0,2.0,2.0,18.0,3.0,16.0,23.0
2020,OSSINING UNION FREE SCHOOL DISTRICT,8.0,17.0,7.04375,50.0,8.0,10.0,63.0,4.0,58.0,77.0
2020,BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT,6.0,43.0,4.79674796747967,4.0,0.0,3.0,9.0,16.0,4.0,28.0
2020,PEEKSKILL CITY SCHOOL DISTRICT,9.0,15.0,7.532608695652169,62.0,0.0,18.0,71.0,1.0,62.0,90.0
2020,PELHAM UNION FREE SCHOOL DISTRICT,8.0,17.0,7.7982062780269,9.0,1.0,5.0,16.0,6.0,10.0,27.0
2020,RYE CITY SCHOOL DISTRICT,7.000000000000001,34.0,5.38805970149253,1.0,0.0,1.0,7.0,9.0,1.0,17.0
2020,RYE NECK UNION FREE SCHOOL DISTRICT,12.0,24.0,11.02702702702702,13.0,1.0,3.0,21.0,8.0,14.0,32.0
2020,PORT CHESTER-RYE UNION FREE SCHOOL DISTRICT,10.0,28.999999999999996,8.642857142857139,65.0,8.0,3.0,82.0,2.0,73.0,87.0
2020,BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT,14.000000000000002,56.00000000000001,11.302752293577981,1.0,0.0,1.0,8.0,7.0,1.0,16.0
2020,SCARSDALE UNION FREE SCHOOL DISTRICT,7.000000000000001,11.0,6.720116618075799,0.0,0.0,1.0,7.0,22.0,0.0,30.0
2020,SOMERS CENTRAL SCHOOL DISTRICT,10.0,25.0,8.28193832599119,8.0,2.0,1.0,10.0,4.0,10.0,15.0
2020,WHITE PLAINS CITY SCHOOL DISTRICT,9.0,17.0,7.68559837728194,50.0,5.0,12.0,58.0,4.0,55.0,74.0
2020,YONKERS CITY SCHOOL DISTRICT,15.0,27.0,14.6,72.0,3.0,17.0,60.0,5.0,75.0,82.0
2020,LAKELAND CENTRAL SCHOOL DISTRICT,6.0,13.0,5.46279069767441,16.0,4.0,7.0,23.0,5.0,20.0,35.0
2020,YORKTOWN CENTRAL SCHOOL DISTRICT,6.0,9.0,5.8249027237354,10.0,1.0,3.0,15.0,7.0,11.0,25.0
2020,ATTICA CENTRAL SCHOOL DISTRICT,5.0,0.0,5.990566037735849,31.0,7.0,1.0,3.0,1.0,38.0,5.0
2020,LETCHWORTH CENTRAL SCHOOL DISTRICT,10.0,22.0,9.125,38.0,5.0,1.0,2.0,1.0,43.0,4.0
2020,WYOMING CENTRAL SCHOOL DISTRICT,6.0,0.0,6.8571428571428505,44.0,5.0,1.0,1.0,0.0,49.0,2.0
2020,PERRY CENTRAL SCHOOL DISTRICT,12.0,15.0,11.35135135135134,40.0,7.0,1.0,6.0,1.0,47.0,8.0
2020,WARSAW CENTRAL SCHOOL DISTRICT,9.0,18.0,7.02439024390243,42.0,6.0,1.0,3.0,1.0,48.0,5.0
2020,PENN YAN CENTRAL SCHOOL DISTRICT,13.0,21.0,11.0983606557377,50.0,2.0,0.0,4.0,1.0,52.0,5.0
2020,DUNDEE CENTRAL SCHOOL DISTRICT,9.0,8.0,9.24561403508771,54.0,0.0,0.0,4.0,0.0,54.0,4.0
2021,ALBANY CITY SD,16.0,31.0,15.4951923076923,69.0,0.0,,,,69.0,
2021,BERNE-KNOX-WESTERLO CSD,6.0,21.0,3.82608695652173,32.0,5.0,,,,37.0,
2021,BETHLEHEM CSD,9.0,13.0,8.26643598615916,12.0,1.0,,,,13.0,
2021,RAVENA-COEYMANS-SELKIRK CSD,10.0,35.0,6.3414634146341395,37.0,4.0,,,,41.0,
2021,COHOES CITY SD,10.0,22.0,8.46153846153846,68.0,0.0,,,,68.0,
2021,SOUTH COLONIE CSD,9.0,28.999999999999996,7.0060422960725,31.0,2.0,,,,33.0,
2021,MENANDS UFSD,7.000000000000001,0.0,7.51851851851851,27.0,4.0,,,,31.0,
2021,NORTH COLONIE CSD,12.0,24.0,10.70642201834862,19.0,3.0,7.0,6.0,20.0,22.0,33.0
2021,GREEN ISLAND UFSD,18.0,50.0,12.838709677419349,60.0,3.0,,,,63.0,
2021,GUILDERLAND CSD,7.000000000000001,18.0,5.76178010471204,16.0,1.0,,,,17.0,
2021,VOORHEESVILLE CSD,8.0,22.0,7.52272727272727,10.0,1.0,,,,11.0,
2021,WATERVLIET CITY SD,6.0,14.000000000000002,5.03296703296703,57.0,3.0,,,,60.0,
2021,ALFRED-ALMOND CSD,14.000000000000002,15.0,13.77777777777778,27.0,1.0,,,,28.0,
2021,ANDOVER CSD,19.0,20.0,18.904761904761898,40.0,7.0,,,,47.0,
2021,GENESEE VALLEY CSD,11.0,18.0,9.80851063829787,49.0,5.0,,,,54.0,
2021,BELFAST CSD,10.0,18.0,7.629629629629619,53.0,4.0,,,,57.0,
2021,CANASERAGA CSD,19.0,14.000000000000002,20.5,34.0,4.0,,,,38.0,
2021,FRIENDSHIP CSD,10.0,11.0,9.56521739130434,68.0,3.0,,,,71.0,
2021,FILLMORE CSD,5.0,20.0,3.88888888888888,51.0,8.0,,,,59.0,
2021,WHITESVILLE CSD,27.0,10.0,35.5,44.0,8.0,,,,52.0,
2021,CUBA-RUSHFORD CSD,12.0,9.0,14.441860465116271,47.0,9.0,,,,56.0,
2021,SCIO CSD,15.0,20.0,14.42307692307692,50.0,2.0,,,,52.0,
2021,WELLSVILLE CSD,10.0,14.000000000000002,9.526881720430099,49.0,2.0,,,,51.0,
2021,BOLIVAR-RICHBURG CSD,9.0,18.0,7.60344827586206,52.0,0.0,,,,52.0,
2021,CHENANGO FORKS CSD,6.0,15.0,5.2135922330097,33.0,4.0,,,,37.0,
2021,BINGHAMTON CITY SD,10.0,23.0,7.97972972972973,74.0,0.0,,,,74.0,
2021,SOUTH MOUNTAIN-HICKORY COMN SD AT BI,,,,,,,,,,
2021,HARPURSVILLE CSD,3.0,13.0,1.39285714285714,59.0,1.0,,,,60.0,
2021,SUSQUEHANNA VALLEY CSD,8.0,0.0,8.47457627118644,45.0,6.0,,,,51.0,
2021,CHENANGO VALLEY CSD,11.0,30.0,7.42574257425742,37.0,3.0,,,,40.0,
2021,MAINE-ENDWELL CSD,11.0,21.0,10.49685534591195,34.0,3.0,,,,37.0,
2021,DEPOSIT CSD,4.0,11.0,3.2391304347826,51.0,2.0,,,,53.0,
2021,WHITNEY POINT CSD,13.0,7.000000000000001,14.6,48.0,5.0,,,,53.0,
2021,UNION-ENDICOTT CSD,5.0,6.0,4.8500000000000005,48.0,3.0,,,,51.0,
2021,JOHNSON CITY CSD,7.000000000000001,6.0,7.17177914110429,59.0,3.0,,,,62.0,
2021,VESTAL CSD,11.0,32.0,8.52941176470588,25.0,3.0,,,,28.0,
2021,WINDSOR CSD,8.0,8.0,8.0,42.0,6.0,,,,48.0,
2021,WEST VALLEY CSD,16.0,0.0,18.37037037037037,37.0,0.0,,,,37.0,
2021,ALLEGANY-LIMESTONE CSD,8.0,18.0,5.90123456790123,37.0,2.0,,,,39.0,
2021,ELLICOTTVILLE CSD,6.0,0.0,6.375,29.0,4.0,,,,33.0,
2021,FRANKLINVILLE CSD,4.0,0.0,4.6,44.0,2.0,,,,46.0,
2021,HINSDALE CSD,12.0,20.0,11.294117647058819,52.0,3.0,,,,55.0,
2021,CATTARAUGUS-LITTLE VALLEY CSD,11.0,19.0,10.17948717948718,48.0,3.0,,,,51.0,
2021,OLEAN CITY SD,5.0,28.000000000000004,3.0955414012738802,53.0,0.0,,,,53.0,
2021,GOWANDA CSD,10.0,27.0,9.40350877192982,49.0,7.0,,,,56.0,
2021,PORTVILLE CSD,11.0,11.0,11.0,34.0,6.0,,,,40.0,
2021,RANDOLPH CSD,9.0,33.0,7.28571428571428,42.0,6.0,,,,48.0,
2021,RANDOLPH ACAD UFSD,20.0,20.0,20.0,29.0,0.0,,,,29.0,
2021,SALAMANCA CITY SD,4.0,7.000000000000001,3.5249999999999995,56.0,2.0,,,,58.0,
2021,YORKSHIRE-PIONEER CSD,6.0,21.0,5.19902912621359,44.0,7.0,,,,51.0,
2021,AUBURN CITY SD,9.0,14.000000000000002,7.825757575757571,54.0,1.0,,,,55.0,
2021,WEEDSPORT CSD,13.0,36.0,11.53968253968254,28.0,2.0,,,,30.0,
2021,CATO-MERIDIAN CSD,19.0,27.0,17.85714285714285,40.0,4.0,,,,44.0,
2021,SOUTHERN CAYUGA CSD,7.000000000000001,7.000000000000001,7.000000000000001,43.0,3.0,,,,46.0,
2021,PORT BYRON CSD,12.0,33.0,11.14285714285714,44.0,1.0,,,,45.0,
2021,MORAVIA CSD,14.000000000000002,15.0,13.81967213114754,43.0,1.0,,,,44.0,
2021,UNION SPRINGS CSD,12.0,40.0,9.45454545454545,37.0,3.0,,,,40.0,
2021,SOUTHWESTERN CSD AT JAMESTOWN,9.0,33.0,7.3999999999999995,35.0,2.0,,,,37.0,
2021,FREWSBURG CSD,3.0,0.0,3.0441176470588203,41.0,3.0,,,,44.0,
2021,CASSADAGA VALLEY CSD,14.000000000000002,27.0,13.36065573770491,55.0,4.0,,,,59.0,
2021,CHAUTAUQUA LAKE CSD,6.0,16.0,4.47222222222222,35.0,7.0,,,,42.0,
2021,PINE VALLEY CSD (SOUTH DAYTON),21.0,21.0,21.0,55.0,6.0,,,,61.0,
2021,CLYMER CSD,9.0,17.0,6.77777777777777,27.0,8.0,,,,35.0,
2021,DUNKIRK CITY SD,12.0,22.0,10.14569536423841,68.0,0.0,,,,68.0,
2021,BEMUS POINT CSD,15.0,40.0,11.49122807017543,28.0,2.0,,,,30.0,
2021,FALCONER CSD,9.0,20.0,7.447058823529409,43.0,6.0,,,,49.0,
2021,SILVER CREEK CSD,8.0,55.00000000000001,6.12,52.0,5.0,,,,57.0,
2021,FORESTVILLE CSD,13.0,25.0,11.82926829268292,40.0,6.0,,,,46.0,
2021,PANAMA CSD,6.0,0.0,6.6521739130434705,38.0,3.0,,,,41.0,
2021,JAMESTOWN CITY SD,9.0,21.0,7.4709141274238196,74.0,0.0,,,,74.0,
2021,FREDONIA CSD,4.0,5.0,3.81889763779527,36.0,3.0,,,,39.0,
2021,BROCTON CSD,5.0,0.0,5.8695652173913,60.0,6.0,,,,66.0,
2021,RIPLEY CSD,0.0,0.0,0.0,59.0,7.0,,,,66.0,
2021,SHERMAN CSD,2.0,0.0,2.32432432432432,54.0,2.0,,,,56.0,
2021,WESTFIELD CSD,10.0,8.0,10.50909090909091,54.0,3.0,,,,57.0,
2021,ELMIRA CITY SD,8.0,14.000000000000002,7.41692789968652,62.0,0.0,,,,62.0,
2021,HORSEHEADS CSD,9.0,19.0,8.10447761194029,29.0,3.0,,,,32.0,
2021,ELMIRA HEIGHTS CSD,6.0,0.0,6.13793103448275,47.0,6.0,,,,53.0,
2021,AFTON CSD,16.0,33.0,13.33333333333333,56.0,0.0,,,,56.0,
2021,BAINBRIDGE-GUILFORD CSD,12.0,13.0,11.72727272727272,48.0,6.0,,,,54.0,
2021,GREENE CSD,6.0,10.0,5.7,41.0,9.0,,,,50.0,
2021,UNADILLA VALLEY CSD,15.0,36.0,12.864406779661012,47.0,1.0,,,,48.0,
2021,NORWICH CITY SD,11.0,56.00000000000001,9.61538461538461,52.0,3.0,,,,55.0,
2021,GEORGETOWN-SOUTH OTSELIC CSD,22.0,33.0,15.812499999999998,47.0,3.0,,,,50.0,
2021,OXFORD ACADEMY & CSD,6.0,11.0,5.78571428571428,54.0,5.0,,,,59.0,
2021,SHERBURNE-EARLVILLE CSD,,,,53.0,4.0,,,,57.0,
2021,AUSABLE VALLEY CSD,1.0,0.0,1.0549450549450499,44.0,7.0,,,,51.0,
2021,BEEKMANTOWN CSD,12.0,56.99999999999999,9.13375796178344,45.0,2.0,,,,47.0,
2021,NORTHEASTERN CLINTON CSD,6.0,15.0,4.89795918367346,42.0,4.0,,,,46.0,
2021,CHAZY UFSD,0.0,0.0,0.0,26.0,2.0,,,,28.0,
2021,NORTHERN ADIRONDACK CSD,5.0,0.0,5.6081081081081,39.0,1.0,,,,40.0,
2021,PERU CSD,8.0,28.999999999999996,6.19205298013245,38.0,4.0,,,,42.0,
2021,PLATTSBURGH CITY SD,10.0,14.000000000000002,9.533742331288341,40.0,2.0,,,,42.0,
2021,SARANAC CSD,5.0,0.0,5.575221238938051,34.0,2.0,,,,36.0,
2021,BERKSHIRE UFSD,100.0,100.0,,,,,,,,
2021,TACONIC HILLS CSD,10.0,0.0,11.42857142857142,32.0,0.0,,,,32.0,
2021,GERMANTOWN CSD,13.0,33.0,10.142857142857139,38.0,3.0,,,,41.0,
2021,CHATHAM CSD,10.0,21.0,8.93548387096774,34.0,4.0,,,,38.0,
2021,HUDSON CITY SD,3.0,6.0,2.8695652173913,70.0,0.0,,,,70.0,
2021,KINDERHOOK CSD,7.000000000000001,26.0,3.7241379310344795,31.0,3.0,,,,34.0,
2021,NEW LEBANON CSD,9.0,14.000000000000002,8.591836734693869,44.0,4.0,,,,48.0,
2021,CINCINNATUS CSD,9.0,25.0,6.23076923076923,46.0,6.0,,,,52.0,
2021,CORTLAND CITY SD,14.000000000000002,12.0,14.404907975460121,62.0,0.0,,,,62.0,
2021,MCGRAW CSD,9.0,25.0,6.95744680851063,45.0,0.0,,,,45.0,
2021,HOMER CSD,6.0,4.0,6.11538461538461,37.0,4.0,,,,41.0,
2021,MARATHON CSD,4.0,9.0,3.296875,49.0,2.0,,,,51.0,
2021,ANDES CSD,0.0,0.0,0.0,30.0,0.0,,,,30.0,
2021,DOWNSVILLE CSD,3.0,0.0,3.8,39.0,1.0,,,,40.0,
2021,CHARLOTTE VALLEY CSD,8.0,13.0,4.25,53.0,2.0,,,,55.0,
2021,DELAWARE ACADEMY CSD AT DELHI,8.0,10.0,7.489361702127651,33.0,4.0,,,,37.0,
2021,FRANKLIN CSD,4.0,0.0,4.4799999999999995,46.0,1.0,,,,47.0,
2021,HANCOCK CSD,8.0,25.0,7.08108108108108,43.0,5.0,,,,48.0,
2021,MARGARETVILLE CSD,13.0,20.0,11.83333333333333,51.0,2.0,,,,53.0,
2021,ROXBURY CSD,11.0,14.000000000000002,10.37931034482758,36.0,0.0,,,,36.0,
2021,SIDNEY CSD,8.0,5.0,8.58333333333333,49.0,0.0,,,,49.0,
2021,STAMFORD CSD,14.000000000000002,0.0,15.68,43.0,8.0,,,,51.0,
2021,SOUTH KORTRIGHT CSD,9.0,0.0,11.76923076923077,35.0,8.0,,,,43.0,
2021,WALTON CSD,3.0,0.0,3.85,39.0,1.0,,,,40.0,
2021,BEACON CITY SD,7.000000000000001,10.0,6.53424657534246,38.0,6.0,,,,44.0,
2021,DOVER UFSD,8.0,5.0,8.29411764705882,52.0,6.0,,,,58.0,
2021,HYDE PARK CSD,8.0,17.0,7.39325842696629,42.0,6.0,,,,48.0,
2021,NORTHEAST CSD,5.0,17.0,4.03225806451612,46.0,3.0,,,,49.0,
2021,PAWLING CSD,8.0,11.0,7.60240963855421,27.0,4.0,,,,31.0,
2021,PINE PLAINS CSD,9.0,13.0,7.7222222222222205,38.0,5.0,,,,43.0,
2021,POUGHKEEPSIE CITY SD,11.0,27.0,8.34317343173431,67.0,1.0,,,,68.0,
2021,ARLINGTON CSD,7.000000000000001,17.0,6.21725239616613,25.0,3.0,,,,28.0,
2021,SPACKENKILL UFSD,8.0,8.0,8.0,19.0,4.0,,,,23.0,
2021,RED HOOK CSD,8.0,21.0,6.565517241379309,23.0,2.0,,,,25.0,
2021,RHINEBECK CSD,12.0,36.0,9.573033707865159,16.0,1.0,,,,17.0,
2021,WAPPINGERS CSD,5.0,5.0,4.99999999999999,20.0,4.0,,,,24.0,
2021,MILLBROOK CSD,3.0,0.0,3.44594594594594,24.0,2.0,,,,26.0,
2021,ALDEN CSD,10.0,40.0,9.196428571428571,23.0,5.0,,,,28.0,
2021,AMHERST CSD,5.0,27.0,4.2931726907630505,31.0,2.0,,,,33.0,
2021,WILLIAMSVILLE CSD,7.000000000000001,19.0,5.68624833110814,15.0,2.0,,,,17.0,
2021,SWEET HOME CSD,5.0,14.000000000000002,3.81132075471698,42.0,0.0,,,,42.0,
2021,EAST AURORA UFSD,10.0,20.0,8.655462184873949,11.0,1.0,,,,12.0,
2021,BUFFALO CITY SD,8.0,16.0,7.363667940257029,80.0,0.0,,,,80.0,
2021,CHEEKTOWAGA CSD,9.0,40.0,8.64971751412429,61.0,2.0,,,,63.0,
2021,CHEEKTOWAGA-MARYVALE UFSD,8.0,36.0,5.42105263157894,39.0,3.0,,,,42.0,
2021,CLEVELAND HILL UFSD,9.0,36.0,7.04032258064516,53.0,5.0,,,,58.0,
2021,DEPEW UFSD,1.0,0.0,1.06802721088435,42.0,6.0,,,,48.0,
2021,CHEEKTOWAGA-SLOAN UFSD,9.0,7.000000000000001,9.30927835051546,45.0,3.0,,,,48.0,
2021,CLARENCE CSD,5.0,9.0,4.38775510204081,12.0,1.0,,,,13.0,
2021,SPRINGVILLE-GRIFFITH INST CSD,7.000000000000001,0.0,7.107692307692299,32.0,5.0,,,,37.0,
2021,EDEN CSD,9.0,11.0,8.67619047619047,22.0,1.0,,,,23.0,
2021,IROQUOIS CSD,7.000000000000001,25.0,4.44318181818181,17.0,2.0,,,,19.0,
2021,EVANS-BRANT CSD (LAKE SHORE),7.000000000000001,13.0,6.788235294117639,45.0,6.0,,,,51.0,
2021,GRAND ISLAND CSD,10.0,26.0,8.29629629629629,20.0,4.0,,,,24.0,
2021,HAMBURG CSD,6.0,28.999999999999996,4.10486891385767,19.0,4.0,,,,23.0,
2021,HOPEVALE UFSD AT HAMBURG,,,,,,,,,,
2021,FRONTIER CSD,14.000000000000002,17.0,13.65656565656565,28.0,4.0,,,,32.0,
2021,HOLLAND CSD,10.0,23.0,6.1639344262295,31.0,5.0,,,,36.0,
2021,LACKAWANNA CITY SD,7.000000000000001,40.0,4.96575342465753,78.0,3.0,,,,81.0,
2021,LANCASTER CSD,5.0,12.0,4.84520884520884,20.0,2.0,,,,22.0,
2021,AKRON CSD,8.0,0.0,9.28,38.0,4.0,,,,42.0,
2021,NORTH COLLINS CSD,26.0,50.0,21.30434782608695,33.0,3.0,,,,36.0,
2021,ORCHARD PARK CSD,4.0,5.0,3.83661971830985,12.0,1.0,,,,13.0,
2021,TONAWANDA CITY SD,11.0,28.000000000000004,8.85925925925925,46.0,5.0,,,,51.0,
2021,KENMORE-TONAWANDA UFSD,7.000000000000001,15.0,6.38562091503268,46.0,3.0,,,,49.0,
2021,WEST SENECA CSD,3.0,10.0,2.1783295711060897,35.0,4.0,,,,39.0,
2021,CROWN POINT CSD,15.0,0.0,15.68181818181818,39.0,15.0,,,,54.0,
2021,KEENE CSD,17.0,,,24.0,11.0,,,,35.0,
2021,MINERVA CSD,24.0,20.0,24.39999999999999,59.0,5.0,,,,64.0,
2021,MORIAH CSD,4.0,13.0,3.32835820895522,45.0,2.0,,,,47.0,
2021,NEWCOMB CSD,12.0,50.0,9.76470588235294,21.0,1.0,,,,22.0,
2021,LAKE PLACID CSD,7.000000000000001,8.0,6.75757575757575,32.0,6.0,,,,38.0,
2021,SCHROON LAKE CSD,8.0,33.0,7.10714285714285,50.0,4.0,,,,54.0,
2021,TICONDEROGA CSD,20.0,67.0,20.0,50.0,8.0,,,,58.0,
2021,WILLSBORO CSD,33.0,60.0,30.428571428571434,44.0,7.0,,,,51.0,
2021,BOQUET VALLEY CSD,10.0,5.0,11.0,43.0,3.0,0.0,0.0,0.0,46.0,0.0
2021,TUPPER LAKE CSD,19.0,33.0,16.99999999999999,44.0,8.0,,,,52.0,
2021,CHATEAUGAY CSD,8.0,17.0,6.32558139534883,42.0,5.0,,,,47.0,
2021,SALMON RIVER CSD,14.000000000000002,21.0,12.02564102564102,66.0,5.0,,,,71.0,
2021,SARANAC LAKE CSD,14.000000000000002,26.0,12.22727272727273,40.0,3.0,,,,43.0,
2021,MALONE CSD,4.0,3.0,4.13043478260869,48.0,5.0,,,,53.0,
2021,BRUSHTON-MOIRA CSD,8.0,23.0,6.84615384615384,54.0,7.0,,,,61.0,
2021,ST REGIS FALLS CSD,21.0,50.0,10.12499999999999,56.0,3.0,,,,59.0,
2021,WHEELERVILLE UFSD,27.0,100.0,13.72727272727273,49.0,3.0,,,,52.0,
2021,GLOVERSVILLE CITY SD,11.0,18.0,9.753926701570679,71.0,0.0,,,,71.0,
2021,JOHNSTOWN CITY SD,8.0,0.0,8.47058823529411,42.0,5.0,,,,47.0,
2021,MAYFIELD CSD,8.0,0.0,8.57971014492753,43.0,6.0,,,,49.0,
2021,NORTHVILLE CSD,0.0,0.0,0.0,42.0,5.0,,,,47.0,
2021,BROADALBIN-PERTH CSD,14.000000000000002,26.0,12.3728813559322,35.0,4.0,,,,39.0,
2021,ALEXANDER CSD,5.0,10.0,4.42857142857142,28.0,4.0,,,,32.0,
2021,BATAVIA CITY SD,16.0,39.0,14.045,55.0,1.0,,,,56.0,
2021,BYRON-BERGEN CSD,9.0,17.0,8.39999999999999,34.0,9.0,,,,43.0,
2021,ELBA CSD,24.0,57.99999999999999,18.46511627906976,32.0,6.0,,,,38.0,
2021,LE ROY CSD,5.0,8.0,4.72164948453608,34.0,4.0,,,,38.0,
2021,OAKFIELD-ALABAMA CSD,8.0,9.0,7.88405797101449,41.0,10.0,,,,51.0,
2021,PAVILION CSD,13.0,28.999999999999996,8.63636363636363,32.0,10.0,,,,42.0,
2021,PEMBROKE CSD,16.0,20.0,15.60493827160494,37.0,3.0,,,,40.0,
2021,CAIRO-DURHAM CSD,10.0,25.0,8.81578947368421,54.0,2.0,,,,56.0,
2021,CATSKILL CSD,5.0,6.0,4.8155339805825195,51.0,0.0,,,,51.0,
2021,COXSACKIE-ATHENS CSD,11.0,33.0,10.807017543859649,33.0,1.0,,,,34.0,
2021,GREENVILLE CSD,5.0,27.0,4.5600000000000005,32.0,5.0,,,,37.0,
2021,HUNTER-TANNERSVILLE CSD,7.000000000000001,25.0,0.31428571428571,51.0,1.0,,,,52.0,
2021,WINDHAM-ASHLAND-JEWETT CSD,8.0,14.000000000000002,7.000000000000001,38.0,5.0,,,,43.0,
2021,PISECO COMN SD,,,,,,,,,,
2021,INDIAN LAKE CSD,5.0,0.0,5.25,38.0,0.0,,,,38.0,
2021,INLET COMN SD,,,,,,,,,,
2021,LAKE PLEASANT CSD,0.0,0.0,0.0,26.0,5.0,,,,31.0,
2021,LONG LAKE CSD,38.0,28.999999999999996,42.5,42.0,3.0,,,,45.0,
2021,RAQUETTE LAKE UFSD,,,,,,,,,,
2021,WELLS CSD,4.0,0.0,4.0,35.0,4.0,,,,39.0,
2021,WEST CANADA VALLEY CSD,9.0,0.0,11.42307692307692,39.0,5.0,,,,44.0,
2021,FRANKFORT-SCHUYLER CSD,9.0,17.0,8.76811594202898,36.0,8.0,,,,44.0,
2021,HERKIMER CSD,15.0,24.0,12.09230769230769,56.0,8.0,,,,64.0,
2021,LITTLE FALLS CITY SD,10.0,6.0,10.533333333333331,55.0,5.0,,,,60.0,
